"Site_id","Round","species","norm_degree","strength","nestedra","weigh_betweeness","weigh_closeness","d","c","z"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villamanriquesur","7","Hoplitis adunca",0.166666666666667,0.125,0.538461538461538,0,0.0636363636363636,0,"0","-0.670820393249937"
"Villamanriquesur","7","Lasioglossum leucozonium",0.166666666666667,0.125,0.615384615384615,0,0.0636363636363636,0,"0","-0.670820393249937"
"Villamanriquesur","7","Machimus sp",0.166666666666667,0.5,0.692307692307692,0,0.0466666666666667,0.666666666666667,"0","-0.577350269189626"
"Villamanriquesur","7","Megascolia maculata",0.166666666666667,0.125,0.769230769230769,0,0.0636363636363636,0,"0","-0.670820393249937"
"Villamanriquesur","7","Pangonius micans",0.166666666666667,1,0.846153846153846,0,NA,1,"0",NA
"Villamanriquesur","7","Panurgus banksianus",0.166666666666667,0.5,0.230769230769231,0,NA,0.581585581523305,"0","1.5"
"Villamanriquesur","7","Panurgus calcaratus",0.166666666666667,0.166666666666667,0.923076923076923,0,NA,0.138345833092948,"0","-0.5"
"Villamanriquesur","7","Panurgus dargius",0.166666666666667,1,1,NA,NA,1,"0",NA
"Villamanriqueeste","1","Anthophora dispar",0.5,0.2,0.4,0,0.3,0,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","1","Anthophora sp",0.5,0.4,0,0,0.6,0.323283791784057,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","1","Apis mellifera",0.5,0.4,0.2,0,0.6,0.323283791784057,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","1","Malachius morpho1",0.5,0.333333333333333,0.6,0,NA,0.317393805514015,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","1","Oxythyrea funesta",0.5,0.333333333333333,0.8,0,NA,0.317393805514015,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","1","Tropinota squalida",0.5,0.333333333333333,1,0,NA,0.317393805514015,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","2","Apis mellifera",0.75,1.45238095238095,0,1,0.2125,0.0747751868584677,"0.632088148347218","0.707106781186547"
"Villamanriqueeste","2","Dasypoda crassicornis",0.25,0.142857142857143,0.125,0,0.1,0,"0","0"
"Villamanriqueeste","2","Empis sp",0.25,1,0.25,0,NA,1,"0",NA
"Villamanriqueeste","2","Eristalis sp",0.25,0.142857142857143,0.375,0,0.1,0,"0","0"
"Villamanriqueeste","2","Eucera hispaliensis",0.25,0.333333333333333,0.5,0,0.0809523809523809,0.43542496594642,"0","-0.707106781186548"
"Villamanriqueeste","2","Exosoma lusitanicum",0.25,0.142857142857143,0.625,0,0.1,0,"0","0"
"Villamanriqueeste","2","Lasioglossum malachurum",0.25,0.5,0.75,0,0.085,0.643792812891978,"0",NA
"Villamanriqueeste","2","Lasioglossum sp",0.25,0.142857142857143,0.875,0,0.1,0,"0","0"
"Villamanriqueeste","2","Vespula germanica",0.25,0.142857142857143,1,0,0.1,0,"0","0"
"Villamanriqueeste","3","Andrena fertoni",0.5,0.125,0.416666666666667,0,0.145833333333333,0.163171163046611,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Andrena florea",0.5,0.125,0.5,0,0.145833333333333,0.163171163046611,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Apis mellifera",0.5,0.25,0,0,NA,0.265599133536628,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Dasypoda crassicornis",0.5,0.25,0.166666666666667,0,0.291666666666667,0.392555386676547,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Eucera caspica",0.5,0.166666666666667,0.25,0,NA,0.214889226646906,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Eucera codinai",0.5,0.166666666666667,0.333333333333333,0,NA,0.214889226646906,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
